"Record ID","Date and Time (SLT)","Temperature (C)","Humidity (%)","Air Quality (Gas)","Temperature Status","Humidity Status","Air Quality Status",Source,"Motor ON (Sprinkler)","Motor Run Time (sec)","Fan ON (Cooling)","Fan Run Time (sec)","Trigger Reason","Device ID",Notes
615,"2026-03-23 21:52:31",32.90,71.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,816,temperature,ESP32-ZONE-A,
616,"2026-03-23 21:52:48",32.80,71.30,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,833,temperature,ESP32-ZONE-A,
617,"2026-03-23 21:53:04",32.90,71.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,850,temperature,ESP32-ZONE-A,
618,"2026-03-23 21:53:21",32.90,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,866,temperature,ESP32-ZONE-A,
619,"2026-03-23 21:53:38",32.90,71.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,883,temperature,ESP32-ZONE-A,
620,"2026-03-23 21:53:55",32.90,71.20,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,900,temperature,ESP32-ZONE-A,
621,"2026-03-23 21:54:12",32.90,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,917,temperature,ESP32-ZONE-A,
622,"2026-03-23 21:54:28",32.90,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,933,temperature,ESP32-ZONE-A,
623,"2026-03-23 21:54:45",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,950,temperature,ESP32-ZONE-A,
624,"2026-03-23 21:55:02",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,967,temperature,ESP32-ZONE-A,
625,"2026-03-23 21:55:18",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,983,temperature,ESP32-ZONE-A,
626,"2026-03-23 21:55:35",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1000,temperature,ESP32-ZONE-A,
627,"2026-03-23 21:55:52",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1017,temperature,ESP32-ZONE-A,
628,"2026-03-23 21:56:08",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1034,temperature,ESP32-ZONE-A,
629,"2026-03-23 21:56:25",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1050,temperature,ESP32-ZONE-A,
630,"2026-03-23 21:56:42",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1067,temperature,ESP32-ZONE-A,
631,"2026-03-23 21:56:59",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1084,temperature,ESP32-ZONE-A,
632,"2026-03-23 21:57:15",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1100,temperature,ESP32-ZONE-A,
633,"2026-03-23 21:57:32",32.90,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1117,temperature,ESP32-ZONE-A,
634,"2026-03-23 21:57:49",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1134,temperature,ESP32-ZONE-A,
635,"2026-03-23 21:58:06",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1151,temperature,ESP32-ZONE-A,
636,"2026-03-23 21:58:22",32.90,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1167,temperature,ESP32-ZONE-A,
637,"2026-03-23 21:58:39",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1184,temperature,ESP32-ZONE-A,
638,"2026-03-23 21:58:55",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1201,temperature,ESP32-ZONE-A,
639,"2026-03-23 21:59:12",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1217,temperature,ESP32-ZONE-A,
640,"2026-03-23 21:59:29",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1234,temperature,ESP32-ZONE-A,
641,"2026-03-23 21:59:46",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1251,temperature,ESP32-ZONE-A,
642,"2026-03-23 22:00:03",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1268,temperature,ESP32-ZONE-A,
643,"2026-03-23 22:00:19",32.90,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1284,temperature,ESP32-ZONE-A,
644,"2026-03-23 22:00:36",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1301,temperature,ESP32-ZONE-A,
645,"2026-03-23 22:00:53",32.90,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1318,temperature,ESP32-ZONE-A,
646,"2026-03-23 22:01:10",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1335,temperature,ESP32-ZONE-A,
647,"2026-03-23 22:01:26",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1351,temperature,ESP32-ZONE-A,
648,"2026-03-23 22:01:43",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1368,temperature,ESP32-ZONE-A,
649,"2026-03-23 22:01:59",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1385,temperature,ESP32-ZONE-A,
650,"2026-03-23 22:02:16",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1401,temperature,ESP32-ZONE-A,
651,"2026-03-23 22:02:33",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1418,temperature,ESP32-ZONE-A,
652,"2026-03-23 22:02:49",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1434,temperature,ESP32-ZONE-A,
653,"2026-03-23 22:03:06",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1451,temperature,ESP32-ZONE-A,
654,"2026-03-23 22:03:22",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1468,temperature,ESP32-ZONE-A,
655,"2026-03-23 22:03:39",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1484,temperature,ESP32-ZONE-A,
656,"2026-03-23 22:03:56",33.00,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1501,temperature,ESP32-ZONE-A,
657,"2026-03-23 22:04:12",33.00,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1518,temperature,ESP32-ZONE-A,
658,"2026-03-23 22:04:29",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1534,temperature,ESP32-ZONE-A,
659,"2026-03-23 22:04:46",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1551,temperature,ESP32-ZONE-A,
660,"2026-03-23 22:05:02",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1567,temperature,ESP32-ZONE-A,
661,"2026-03-23 22:05:19",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1584,temperature,ESP32-ZONE-A,
662,"2026-03-23 22:05:36",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1601,temperature,ESP32-ZONE-A,
663,"2026-03-23 22:05:52",33.00,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1617,temperature,ESP32-ZONE-A,
664,"2026-03-23 22:06:09",33.00,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1634,temperature,ESP32-ZONE-A,
665,"2026-03-23 22:06:26",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1651,temperature,ESP32-ZONE-A,
666,"2026-03-23 22:06:43",32.90,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1667,temperature,ESP32-ZONE-A,
667,"2026-03-23 22:06:59",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1684,temperature,ESP32-ZONE-A,
668,"2026-03-23 22:07:16",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1701,temperature,ESP32-ZONE-A,
669,"2026-03-23 22:07:33",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1718,temperature,ESP32-ZONE-A,
670,"2026-03-23 22:07:49",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1734,temperature,ESP32-ZONE-A,
671,"2026-03-23 22:08:06",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1751,temperature,ESP32-ZONE-A,
672,"2026-03-23 22:08:23",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1768,temperature,ESP32-ZONE-A,
673,"2026-03-23 22:08:39",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1784,temperature,ESP32-ZONE-A,
674,"2026-03-23 22:08:56",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1801,temperature,ESP32-ZONE-A,
675,"2026-03-23 22:09:13",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1818,temperature,ESP32-ZONE-A,
676,"2026-03-23 22:09:29",32.90,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1834,temperature,ESP32-ZONE-A,
677,"2026-03-23 22:09:46",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1851,temperature,ESP32-ZONE-A,
678,"2026-03-23 22:10:03",32.90,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1868,temperature,ESP32-ZONE-A,
679,"2026-03-23 22:10:20",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1885,temperature,ESP32-ZONE-A,
680,"2026-03-23 22:10:37",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1902,temperature,ESP32-ZONE-A,
681,"2026-03-23 22:10:54",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1919,temperature,ESP32-ZONE-A,
682,"2026-03-23 22:11:10",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1935,temperature,ESP32-ZONE-A,
683,"2026-03-23 22:11:27",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1952,temperature,ESP32-ZONE-A,
684,"2026-03-23 22:11:44",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1969,temperature,ESP32-ZONE-A,
685,"2026-03-23 22:12:01",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,1986,temperature,ESP32-ZONE-A,
686,"2026-03-23 22:12:17",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2002,temperature,ESP32-ZONE-A,
687,"2026-03-23 22:12:34",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2019,temperature,ESP32-ZONE-A,
688,"2026-03-23 22:12:51",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2036,temperature,ESP32-ZONE-A,
689,"2026-03-23 22:13:08",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2053,temperature,ESP32-ZONE-A,
690,"2026-03-23 22:13:24",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2069,temperature,ESP32-ZONE-A,
691,"2026-03-23 22:13:41",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2086,temperature,ESP32-ZONE-A,
692,"2026-03-23 22:13:58",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2103,temperature,ESP32-ZONE-A,
693,"2026-03-23 22:14:15",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2119,temperature,ESP32-ZONE-A,
694,"2026-03-23 22:14:31",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2136,temperature,ESP32-ZONE-A,
695,"2026-03-23 22:14:48",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2153,temperature,ESP32-ZONE-A,
696,"2026-03-23 22:15:05",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2170,temperature,ESP32-ZONE-A,
697,"2026-03-23 22:15:21",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2186,temperature,ESP32-ZONE-A,
698,"2026-03-23 22:15:38",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2203,temperature,ESP32-ZONE-A,
699,"2026-03-23 22:15:55",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2220,temperature,ESP32-ZONE-A,
700,"2026-03-23 22:16:12",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2237,temperature,ESP32-ZONE-A,
701,"2026-03-23 22:16:28",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2254,temperature,ESP32-ZONE-A,
702,"2026-03-23 22:16:45",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2270,temperature,ESP32-ZONE-A,
703,"2026-03-23 22:17:02",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2287,temperature,ESP32-ZONE-A,
704,"2026-03-23 22:17:19",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2304,temperature,ESP32-ZONE-A,
705,"2026-03-23 22:17:35",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2320,temperature,ESP32-ZONE-A,
706,"2026-03-23 22:17:52",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2337,temperature,ESP32-ZONE-A,
707,"2026-03-23 22:18:09",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2354,temperature,ESP32-ZONE-A,
708,"2026-03-23 22:18:26",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2371,temperature,ESP32-ZONE-A,
709,"2026-03-23 22:18:43",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2387,temperature,ESP32-ZONE-A,
710,"2026-03-23 22:18:59",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2404,temperature,ESP32-ZONE-A,
711,"2026-03-23 22:19:16",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2421,temperature,ESP32-ZONE-A,
712,"2026-03-23 22:19:33",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2438,temperature,ESP32-ZONE-A,
713,"2026-03-23 22:19:49",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2455,temperature,ESP32-ZONE-A,
714,"2026-03-23 22:20:06",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2471,temperature,ESP32-ZONE-A,
715,"2026-03-23 22:20:23",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2488,temperature,ESP32-ZONE-A,
716,"2026-03-23 22:20:40",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2504,temperature,ESP32-ZONE-A,
717,"2026-03-23 22:20:56",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2521,temperature,ESP32-ZONE-A,
718,"2026-03-23 22:21:13",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2538,temperature,ESP32-ZONE-A,
719,"2026-03-23 22:21:30",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2555,temperature,ESP32-ZONE-A,
720,"2026-03-23 22:21:47",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2572,temperature,ESP32-ZONE-A,
721,"2026-03-23 22:22:03",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2588,temperature,ESP32-ZONE-A,
722,"2026-03-23 22:22:20",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2605,temperature,ESP32-ZONE-A,
723,"2026-03-23 22:22:37",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2622,temperature,ESP32-ZONE-A,
724,"2026-03-23 22:22:54",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2639,temperature,ESP32-ZONE-A,
725,"2026-03-23 22:23:10",32.90,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2655,temperature,ESP32-ZONE-A,
726,"2026-03-23 22:23:27",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2672,temperature,ESP32-ZONE-A,
727,"2026-03-23 22:23:44",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2689,temperature,ESP32-ZONE-A,
728,"2026-03-23 22:24:01",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2706,temperature,ESP32-ZONE-A,
729,"2026-03-23 22:24:17",32.90,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2722,temperature,ESP32-ZONE-A,
730,"2026-03-23 22:24:34",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2739,temperature,ESP32-ZONE-A,
731,"2026-03-23 22:24:51",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2756,temperature,ESP32-ZONE-A,
732,"2026-03-23 22:25:08",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2773,temperature,ESP32-ZONE-A,
733,"2026-03-23 22:25:24",33.00,71.10,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2789,temperature,ESP32-ZONE-A,
734,"2026-03-23 22:25:41",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2806,temperature,ESP32-ZONE-A,
735,"2026-03-23 22:25:58",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2823,temperature,ESP32-ZONE-A,
736,"2026-03-23 22:26:15",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2840,temperature,ESP32-ZONE-A,
737,"2026-03-23 22:26:32",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2857,temperature,ESP32-ZONE-A,
738,"2026-03-23 22:26:49",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2874,temperature,ESP32-ZONE-A,
739,"2026-03-23 22:27:06",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2891,temperature,ESP32-ZONE-A,
740,"2026-03-23 22:27:22",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2907,temperature,ESP32-ZONE-A,
741,"2026-03-23 22:27:39",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2924,temperature,ESP32-ZONE-A,
742,"2026-03-23 22:27:56",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2941,temperature,ESP32-ZONE-A,
743,"2026-03-23 22:28:12",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2958,temperature,ESP32-ZONE-A,
744,"2026-03-23 22:28:29",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2974,temperature,ESP32-ZONE-A,
745,"2026-03-23 22:28:46",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,2991,temperature,ESP32-ZONE-A,
746,"2026-03-23 22:29:03",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3008,temperature,ESP32-ZONE-A,
747,"2026-03-23 22:29:20",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3024,temperature,ESP32-ZONE-A,
748,"2026-03-23 22:29:36",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3041,temperature,ESP32-ZONE-A,
749,"2026-03-23 22:29:53",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3058,temperature,ESP32-ZONE-A,
750,"2026-03-23 22:30:10",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3075,temperature,ESP32-ZONE-A,
751,"2026-03-23 22:30:27",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3092,temperature,ESP32-ZONE-A,
752,"2026-03-23 22:30:43",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3108,temperature,ESP32-ZONE-A,
753,"2026-03-23 22:31:00",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3125,temperature,ESP32-ZONE-A,
754,"2026-03-23 22:31:17",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3142,temperature,ESP32-ZONE-A,
755,"2026-03-23 22:31:34",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3159,temperature,ESP32-ZONE-A,
756,"2026-03-23 22:31:50",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3175,temperature,ESP32-ZONE-A,
757,"2026-03-23 22:32:07",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3192,temperature,ESP32-ZONE-A,
758,"2026-03-23 22:32:24",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3209,temperature,ESP32-ZONE-A,
759,"2026-03-23 22:32:41",33.00,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3226,temperature,ESP32-ZONE-A,
760,"2026-03-23 22:32:57",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3242,temperature,ESP32-ZONE-A,
761,"2026-03-23 22:33:14",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3259,temperature,ESP32-ZONE-A,
762,"2026-03-23 22:33:31",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3276,temperature,ESP32-ZONE-A,
763,"2026-03-23 22:33:48",32.90,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3293,temperature,ESP32-ZONE-A,
764,"2026-03-23 22:34:04",32.90,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3309,temperature,ESP32-ZONE-A,
765,"2026-03-23 22:34:21",32.90,70.90,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3326,temperature,ESP32-ZONE-A,
766,"2026-03-23 22:34:37",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3343,temperature,ESP32-ZONE-A,
767,"2026-03-23 22:34:54",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3359,temperature,ESP32-ZONE-A,
768,"2026-03-23 22:35:11",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3376,temperature,ESP32-ZONE-A,
769,"2026-03-23 22:35:27",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3392,temperature,ESP32-ZONE-A,
770,"2026-03-23 22:35:44",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3409,temperature,ESP32-ZONE-A,
771,"2026-03-23 22:36:01",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3426,temperature,ESP32-ZONE-A,
772,"2026-03-23 22:36:17",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3442,temperature,ESP32-ZONE-A,
773,"2026-03-23 22:36:34",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3459,temperature,ESP32-ZONE-A,
774,"2026-03-23 22:36:51",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3476,temperature,ESP32-ZONE-A,
775,"2026-03-23 22:37:07",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3493,temperature,ESP32-ZONE-A,
776,"2026-03-23 22:37:24",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3509,temperature,ESP32-ZONE-A,
777,"2026-03-23 22:37:41",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3526,temperature,ESP32-ZONE-A,
778,"2026-03-23 22:37:57",32.90,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3543,temperature,ESP32-ZONE-A,
779,"2026-03-23 22:38:14",32.90,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3559,temperature,ESP32-ZONE-A,
780,"2026-03-23 22:38:31",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3576,temperature,ESP32-ZONE-A,
781,"2026-03-23 22:38:48",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3593,temperature,ESP32-ZONE-A,
782,"2026-03-23 22:39:04",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3609,temperature,ESP32-ZONE-A,
783,"2026-03-23 22:39:21",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3626,temperature,ESP32-ZONE-A,
784,"2026-03-23 22:39:38",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3643,temperature,ESP32-ZONE-A,
785,"2026-03-23 22:39:55",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3660,temperature,ESP32-ZONE-A,
786,"2026-03-23 22:40:11",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3677,temperature,ESP32-ZONE-A,
787,"2026-03-23 22:40:28",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3693,temperature,ESP32-ZONE-A,
788,"2026-03-23 22:40:45",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3710,temperature,ESP32-ZONE-A,
789,"2026-03-23 22:41:02",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3727,temperature,ESP32-ZONE-A,
790,"2026-03-23 22:41:18",33.00,70.70,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3743,temperature,ESP32-ZONE-A,
791,"2026-03-23 22:41:35",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3760,temperature,ESP32-ZONE-A,
792,"2026-03-23 22:41:52",33.00,70.60,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3777,temperature,ESP32-ZONE-A,
793,"2026-03-23 22:42:09",33.00,70.80,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3794,temperature,ESP32-ZONE-A,
794,"2026-03-23 22:42:25",33.00,71.00,0,WARNING,NORMAL,NORMAL,Automatic,OFF,0,ON,3810,temperature,ESP32-ZONE-A,
